word,met,index,x,y,vy,vx,fx,fy
hedgehog,0.000471941461641945,51,-72.54073662865622,145.87403167802123,0.0017767049859636426,0.00038391846010576297,,
pepper,0.000471941461641945,52,53.34049871527123,-123.90261890777745,-0.002345124582381123,-0.002782681381261599,,
tarts,0.000471941461641945,53,-138.6789761744837,72.83847095853807,0.004153008381373702,0.0013722116435169903,,
queen,0.000466506090532396,54,0.41614693225673893,-187.49774659244764,-0.00005016091443916186,0.004197899811664993,,
theyre,0.00046199582009825,55,166.93713864198634,-33.0781074997027,0.010276981800066719,0.00588171790478709,,
down,0.000447625173137217,56,-139.65048729836846,-85.29966061549366,-0.0020064305050657787,-0.0014877414315629372,,
replied,0.000442447626999425,57,138.09471342285119,-146.83176627647592,-0.006766190915652413,-0.010745101251045434,,
ann,0.000435034882284189,58,-48.61694610425396,131.7202201111239,0.002961033838599107,0.0008108326646526335,,
beauootiful,0.000435034882284189,59,-150.3032712825867,46.74673505595588,-0.004600912193635315,-0.0008294619331657223,,
guineapigs,0.000435034882284189,60,202.66944714905426,1.7881100259695495,0.012954064388952444,0.011036599165762518,,
jurors,0.000435034882284189,61,-191.13338236469883,67.31587020762994,0.0009472258406982107,0.002237132002950125,,
jurybox,0.000435034882284189,62,-101.61438990546648,-164.32464156720755,-0.006769685722245424,-0.005027579590637283,,
rosetree,0.000435034882284189,63,-15.507527232010336,201.83775745285428,0.003318344513895517,0.00019740268744203283,,
timidly,0.000433790059044195,64,26.82561481673853,187.74518851242917,0.0031451534853388172,0.0012068682121588075,,
didnt,0.000427190812275309,65,-75.923483460829,-155.39870640930584,-0.010998180993507772,-0.003558054347314419,,
king,0.000418483404742296,66,38.84856284104397,211.97889528578906,0.002771669120946441,0.002496827480601923,,
treacle,0.000413385117650554,67,-138.7054595265692,100.33038511791347,0.004186461908679508,0.002217432348140652,,
executed,0.000404521252835953,68,151.23586205528443,-64.18191864438428,-0.006122589969256527,0.0018798426160326718,,
puppy,0.000404521252835953,69,118.67734638645138,174.39883970159877,0.00012889315689878258,0.0020201317884632314,,
wouldnt,0.000396677182827073,70,-101.12296327655295,18.92971732823697,-0.0006344360236414771,0.00014976522047267516,,
gardeners,0.000385591163594841,71,-50.16382419754226,205.04811501312585,0.002523314573586903,-0.002361299047572258,,
hadnt,0.000385591163594841,72,-136.80349643938996,23.804117125920527,-0.0020042031506054972,0.003630048626000423,,
pig,0.000385591163594841,73,61.95101362521201,-90.35273698859991,-0.0012536287378010491,-0.0010516953352609937,,
twinkle,0.000385591163594841,74,23.818429257170372,161.31488491107118,0.0030512842562659976,0.0013509004427267922,,
chapter,0.000366163553378836,75,-131.44914935702673,-132.54898213140604,0.0007251114837417753,-0.0073442398516965005,,
majesty,0.000366163553378836,76,120.09725152985553,-14.88516244837091,-0.00025489429172255716,0.010139179317961301,,
bottle,0.000355381400075577,77,-164.96951967820664,68.43937922208117,-0.0026018618188503404,0.002257953029593841,,
remarked,0.000355381400075577,78,73.30713769040098,-141.57623122047733,-0.00337681193605922,-0.0036666470943011982,,
just,0.000349879567899297,79,9.942582330698677,207.62304936356932,0.002571048310066845,0.00039310885228666695,,
sneezing,0.00033957195893504,80,25.60566008946116,-179.73220450688203,0.0036184694492713537,0.003071385799873615,,
cook,0.000339062061532183,81,101.90200422275818,-31.994143205771046,0.006729134684810446,0.0035695406835290324,,
kid,0.000337101044029962,82,-161.22083412887835,124.88031568689026,-0.0007914804562770116,-0.0027136235418322805,,
prizes,0.000337101044029962,83,50.02690110930168,-150.08752623437317,-0.0021337446932200837,-0.004121152354862691,,
wasnt,0.0003356499239306,84,48.91489681520214,163.56975967342768,0.0017479836135007691,0.0016110639462725597,,
queens,0.000330708094120443,85,-91.56567445041287,42.33850998563673,-0.00008879657926191276,-0.0011865659916092482,,
mabel,0.000330708094120442,86,39.46516440048468,-101.5690986443301,-0.0012470301086023262,-0.001054986855774437,,
porpoise,0.000330708094120442,87,-48.961148741196155,157.52808457420957,0.002944827055804937,-0.00040651720748487895,,
quadrille,0.000330708094120442,88,-89.37819910125907,-55.795523344574484,-0.005078802673886818,0.001806407661840881,,
yer,0.000330708094120442,89,141.04658166591463,24.213506131119058,-0.008391692585526798,0.0031910633149646785,,
caucusrace,0.000326276161713143,90,-5.7115345961922435,99.1320534396632,0.001090060846754526,0.0018280561313966687,,
croquetground,0.000326276161713143,91,33.85616832211529,-202.6784092215747,0.002624130899141687,0.0003064752543211556,,
duchesss,0.000326276161713143,92,1.6141439962072368,182.6167942490291,0.004075794820391646,0.0010799714431895646,,
eaglet,0.000326276161713143,93,-176.046890633699,46.450732057706304,-0.0010664881996759162,-0.0007903052910713846,,
eeevening,0.000326276161713143,94,76.62436964003167,-111.83356536488272,0.012952010480951348,-0.010699112451951157,,
hedgehogs,0.000326276161713143,95,76.77001600571762,203.23401868469068,0.002423835532623515,0.0013250457237526786,,
outoftheway,0.000326276161713143,96,-93.89334423188637,-102.50563103851806,0.0002702640442231362,-0.0013746727784925133,,
rabbithole,0.000326276161713143,97,180.06594476194556,-10.529560125719465,0.004838521749595002,0.01545721314890447,,
teacup,0.000326276161713143,98,10.419276327812112,117.14624631880751,0.0022584204211305694,0.0005233793843349461,,
verdict,0.000326276161713143,99,133.9320615404149,-113.79460910599802,0.0033858850393986024,-0.003975585633626404,,
tea,0.000312980364491245,100,64.40820673681112,145.0876167270901,0.0019240752102985315,0.0018211280008462222,,
thats,0.000312062617898477,,,,,,,
very,0.00030970844344343,,,,,,,
never,0.000308717265793498,,,,,,,
lessons,0.000305136294482364,,,,,,,
youd,0.000305136294482364,,,,,,,
hastily,0.000296493970558576,,,,,,,
theres,0.000293879350181783,,,,,,,
anything,0.000289879479758245,,,,,,,
havent,0.000284305120060461,,,,,,,
executioner,0.000282976632445867,,,,,,,
lizard,0.000282976632445867,,,,,,,
angrily,0.000274622665034127,,,,,,,
couldnt,0.000274622665034127,,,,,,,
over,0.000274415347371997,,,,,,,
grunted,0.000269680835223968,,,,,,,
severely,0.000269680835223968,,,,,,,
shrinking,0.000269680835223968,,,,,,,
theyd,0.000269680835223968,,,,,,,
thimble,0.000269680835223968,,,,,,,
turtles,0.000269680835223968,,,,,,,
getting,0.000269389404333301,,,,,,,
gloves,0.000260816970409372,,,,,,,
queer,0.000260816970409372,,,,,,,
remark,0.000260816970409372,,,,,,,
half,0.00025714443140906,,,,,,,
chin,0.000248766980052903,,,,,,,
shes,0.000248766980052903,,,,,,,
nibbling,0.000248031070590332,,,,,,,
remarking,0.000248031070590332,,,,,,,
shant,0.000248031070590332,,,,,,,
tucked,0.000248031070590332,,,,,,,
wonderland,0.000248031070590332,,,,,,,
upon,0.000245867517132133,,,,,,,
however,0.000244899458484819,,,,,,,
shouldnt,0.000240994477246776,,,,,,,
serpent,0.000234735273368434,,,,,,,
curious,0.000232654485560579,,,,,,,
wont,0.000226954631198892,,,,,,,
march,0.000226392661581899,,,,,,,
bats,0.000226381305956693,,,,,,,
busily,0.000226381305956693,,,,,,,
duck,0.000226381305956693,,,,,,,
paws,0.000226381305956693,,,,,,,
rabbits,0.000226381305956693,,,,,,,
theyll,0.000226381305956693,,,,,,,
baby,0.000222370477918932,,,,,,,
bill,0.000222370477918932,,,,,,,
explain,0.000221171984084181,,,,,,,
offended,0.000221171984084181,,,,,,,
pool,0.000221171984084181,,,,,,,
andoh,0.000217517441142095,,,,,,,
barrowful,0.000217517441142095,,,,,,,
curiouser,0.000217517441142095,,,,,,,
dinahll,0.000217517441142095,,,,,,,
dinn,0.000217517441142095,,,,,,,
edwin,0.000217517441142095,,,,,,,
ferrets,0.000217517441142095,,,,,,,
fishfootman,0.000217517441142095,,,,,,,
flamingoes,0.000217517441142095,,,,,,,
guineapig,0.000217517441142095,,,,,,,
isoh,0.000217517441142095,,,,,,,
mercia,0.000217517441142095,,,,,,,
morcar,0.000217517441142095,,,,,,,
northumbria,0.000217517441142095,,,,,,,
purring,0.000217517441142095,,,,,,,
teaparty,0.000217517441142095,,,,,,,
teatime,0.000217517441142095,,,,,,,
ugh,0.000217517441142095,,,,,,,
uglification,0.000217517441142095,,,,,,,
waistcoatpocket,0.000217517441142095,,,,,,,
added,0.000217498188232271,,,,,,,
only,0.00021716468795766,,,,,,,
evidence,0.000213595406137654,,,,,,,
isnt,0.000213595406137654,,,,,,,
adventures,0.000213228840045346,,,,,,,
dreadfully,0.000213228840045346,,,,,,,
grin,0.000213228840045346,,,,,,,
inches,0.000213228840045346,,,,,,,
youve,0.000213228840045346,,,,,,,
moral,0.000208653576327497,,,,,,,
asked,0.000208164539712096,,,,,,,
looking,0.000205811510528998,,,,,,,
id,0.000203839604759021,,,,,,,
beheaded,0.000202260626417977,,,,,,,
confusing,0.000202260626417977,,,,,,,
fur,0.000202260626417977,,,,,,,
mice,0.000202260626417977,,,,,,,
neednt,0.000202260626417977,,,,,,,
panther,0.000202260626417977,,,,,,,
pattering,0.000202260626417977,,,,,,,
interrupted,0.000199054785675763,,,,,,,
dear,0.000198951126844698,,,,,,,
door,0.000198951126844698,,,,,,,
minute,0.00019858530229903,,,,,,,
really,0.000198338591413536,,,,,,,
size,0.000198338591413536,,,,,,,
bit,0.000195919566787856,,,,,,,
crumbs,0.00019279558179742,,,,,,,
digging,0.00019279558179742,,,,,,,
sobs,0.00019279558179742,,,,,,,
trials,0.00019279558179742,,,,,,,
witness,0.00018530873159911,,,,,,,
seemed,0.000185230359476099,,,,,,,
idea,0.000183674593863614,,,,,,,
game,0.000183081776689418,,,,,,,
politely,0.000183081776689418,,,,,,,
shoes,0.00018257187928656,,,,,,,
even,0.000179672416365789,,,,,,,
eggs,0.000177690700037788,,,,,,,
shriek,0.000177690700037788,,,,,,,
swam,0.000177690700037788,,,,,,,
waving,0.000177690700037788,,,,,,,
opportunity,0.000176937587267345,,,,,,,
soon,0.000171509592107498,,,,,,,
beautiful,0.000171429620939374,,,,,,,
certainly,0.000171429620939374,,,,,,,
trying,0.000171429620939374,,,,,,,
bills,0.00016978597946752,,,,,,,
cakes,0.00016978597946752,,,,,,,
cheered,0.00016978597946752,,,,,,,
grinned,0.00016978597946752,,,,,,,
growl,0.00016978597946752,,,,,,,
livery,0.00016978597946752,,,,,,,
pleaded,0.00016978597946752,,,,,,,
sulky,0.00016978597946752,,,,,,,
tails,0.00016978597946752,,,,,,,
unimportant,0.00016978597946752,,,,,,,
hurry,0.0001678249619653,,,,,,,
puzzled,0.000166777858439199,,,,,,,
shouted,0.000166777858439199,,,,,,,
tail,0.000166777858439199,,,,,,,
cauldron,0.000165354047060221,,,,,,,
coaxing,0.000165354047060221,,,,,,,
comfits,0.000165354047060221,,,,,,,
crossexamine,0.000165354047060221,,,,,,,
executions,0.000165354047060221,,,,,,,
frowning,0.000165354047060221,,,,,,,
lefthand,0.000165354047060221,,,,,,,
ma,0.000165354047060221,,,,,,,
meekly,0.000165354047060221,,,,,,,
pat,0.000165354047060221,,,,,,,
pigs,0.000165354047060221,,,,,,,
righthand,0.000165354047060221,,,,,,,
ringlets,0.000165354047060221,,,,,,,
sh,0.000165354047060221,,,,,,,
sneeze,0.000165354047060221,,,,,,,
sneezes,0.000165354047060221,,,,,,,
squeaking,0.000165354047060221,,,,,,,
teacups,0.000165354047060221,,,,,,,
threelegged,0.000165354047060221,,,,,,,
trotting,0.000165354047060221,,,,,,,
took,0.000164649208423198,,,,,,,
talking,0.000160759530432548,,,,,,,
felt,0.000157788824738898,,,,,,,
youll,0.000156490182245623,,,,,,,
repeat,0.000154820388858926,,,,,,,
conversation,0.000152568147241182,,,,,,,
everything,0.000152568147241182,,,,,,,
impatiently,0.000152568147241182,,,,,,,
nervous,0.000152568147241182,,,,,,,
pack,0.000152568147241182,,,,,,,
soldiers,0.000152568147241182,,,,,,,
yourself,0.000152568147241182,,,,,,,
turned,0.000151303087465928,,,,,,,
everybody,0.000148246985279288,,,,,,,
noticed,0.000148246985279288,,,,,,,
arm,0.000146939675090892,,,,,,,
deal,0.000146939675090892,,,,,,,
finished,0.000146939675090892,,,,,,,
large,0.000146253769440873,,,,,,,
checked,0.000144596686348065,,,,,,,
dears,0.000144596686348065,,,,,,,
howling,0.000144596686348065,,,,,,,
nursing,0.000144596686348065,,,,,,,
sobbing,0.000144596686348065,,,,,,,
telescope,0.000144596686348065,,,,,,,
tortoise,0.000144596686348065,,,,,,,
whiskers,0.000144596686348065,,,,,,,
ever,0.000144068057370299,,,,,,,
arches,0.00014215256003023,,,,,,,
capital,0.00014215256003023,,,,,,,
decidedly,0.00014215256003023,,,,,,,
dish,0.00014215256003023,,,,,,,
indignantly,0.00014215256003023,,,,,,,
m,0.00014215256003023,,,,,,,
players,0.00014215256003023,,,,,,,
savage,0.00014215256003023,,,,,,,
suppressed,0.00014215256003023,,,,,,,
tiny,0.00014215256003023,,,,,,,
rate,0.000137311332517063,,,,,,,
sort,0.000137207673685999,,,,,,,
cupboards,0.000134840417611984,,,,,,,
cushion,0.000134840417611984,,,,,,,
custody,0.000134840417611984,,,,,,,
earls,0.000134840417611984,,,,,,,
editions,0.000134840417611984,,,,,,,
everythings,0.000134840417611984,,,,,,,
frog,0.000134840417611984,,,,,,,
goldfish,0.000134840417611984,,,,,,,
halfpast,0.000134840417611984,,,,,,,
hatters,0.000134840417611984,,,,,,,
nibbled,0.000134840417611984,,,,,,,
pennyworth,0.000134840417611984,,,,,,,
pinched,0.000134840417611984,,,,,,,
splashing,0.000134840417611984,,,,,,,
sulkily,0.000134840417611984,,,,,,,
tiptoe,0.000134840417611984,,,,,,,
undertone,0.000134840417611984,,,,,,,
uneasily,0.000134840417611984,,,,,,,
unrolled,0.000134840417611984,,,,,,,
hurried,0.000134694702166651,,,,,,,
nearly,0.000134694702166651,,,,,,,
white,0.000132957972218975,,,,,,,
chorus,0.000132703190450508,,,,,,,
jumped,0.000132703190450508,,,,,,,
mad,0.000132390201532687,,,,,,,
suppose,0.000132390201532687,,,,,,,
talk,0.000132390201532687,,,,,,,
animals,0.000130408485204686,,,,,,,
crowded,0.000130408485204686,,,,,,,
procession,0.000130408485204686,,,,,,,
sleepy,0.000130408485204686,,,,,,,
feet,0.000130347290001699,,,,,,,
tried,0.000130347290001699,,,,,,,
frightened,0.000129716112119377,,,,,,,
manage,0.000129716112119377,,,,,,,
nonsense,0.000129716112119377,,,,,,,
trial,0.000129716112119377,,,,,,,
moment,0.000128526039811676,,,,,,,
began,0.000124743678609159,,,,,,,
bat,0.000124015535295166,,,,,,,
owl,0.000124015535295166,,,,,,,
paw,0.000124015535295166,,,,,,,
serpents,0.000124015535295166,,,,,,,
snail,0.000124015535295166,,,,,,,
toes,0.000124015535295166,,,,,,,
tossing,0.000124015535295166,,,,,,,
upset,0.000124015535295166,,,,,,,
court,0.000123486906317399,,,,,,,
eat,0.000123486906317399,,,,,,,
use,0.000123486906317399,,,,,,,
room,0.000122933758566066,,,,,,,
suddenly,0.000122933758566066,,,,,,,
child,0.00012244972924241,,,,,,,
repeated,0.00012244972924241,,,,,,,
boots,0.000122054517792945,,,,,,,
kitchen,0.000122054517792945,,,,,,,
nobody,0.000122054517792945,,,,,,,
puzzling,0.000122054517792945,,,,,,,
thoughtfully,0.000122054517792945,,,,,,,
quite,0.000118291419370755,,,,,,,
sat,0.000116626522633099,,,,,,,
think,0.000113989913211818,,,,,,,
advisable,0.000113190652978347,,,,,,,
archbishop,0.000113190652978347,,,,,,,
atom,0.000113190652978347,,,,,,,
beautifully,0.000113190652978347,,,,,,,
courtiers,0.000113190652978347,,,,,,,
label,0.000113190652978347,,,,,,,
latitude,0.000113190652978347,,,,,,,
mustard,0.000113190652978347,,,,,,,
neatly,0.000113190652978347,,,,,,,
pebbles,0.000113190652978347,,,,,,,
shutting,0.000113190652978347,,,,,,,
spoon,0.000113190652978347,,,,,,,
thistle,0.000113190652978347,,,,,,,
tut,0.000113190652978347,,,,,,,
melancholy,0.000111185238959466,,,,,,,
stupid,0.000111185238959466,,,,,,,
chimney,0.000110585992042091,,,,,,,
shrill,0.000110585992042091,,,,,,,
swim,0.000110585992042091,,,,,,,
until,0.000110585992042091,,,,,,,
glass,0.000110204756318169,,,,,,,
join,0.000110204756318169,,,,,,,
under,0.000109766138948799,,,,,,,
much,0.000109688407052882,,,,,,,
ada,0.000108758720571048,,,,,,,
adventuresbeginning,0.000108758720571048,,,,,,,
aftertime,0.000108758720571048,,,,,,,
againbefore,0.000108758720571048,,,,,,,
ahem,0.000108758720571048,,,,,,,
aliceand,0.000108758720571048,,,,,,,
alongcatch,0.000108758720571048,,,,,,,
antipathies,0.000108758720571048,,,,,,,
arithmeticambition,0.000108758720571048,,,,,,,
arrum,0.000108758720571048,,,,,,,
atheling,0.000108758720571048,,,,,,,
babythe,0.000108758720571048,,,,,,,
backsomersault,0.000108758720571048,,,,,,,
bankthe,0.000108758720571048,,,,,,,
barleysugar,0.000108758720571048,,,,,,,
bawled,0.000108758720571048,,,,,,,
bearmind,0.000108758720571048,,,,,,,
bitterandand,0.000108758720571048,,,,,,,
blacking,0.000108758720571048,,,,,,,
boxed,0.000108758720571048,,,,,,,
boyand,0.000108758720571048,,,,,,,
breadknife,0.000108758720571048,,,,,,,
buttercup,0.000108758720571048,,,,,,,
bythe,0.000108758720571048,,,,,,,
cackled,0.000108758720571048,,,,,,,
camomile,0.000108758720571048,,,,,,,
canbut,0.000108758720571048,,,,,,,
carrier,0.000108758720571048,,,,,,,
carroll,0.000108758720571048,,,,,,,
cartwheels,0.000108758720571048,,,,,,,
caterpillars,0.000108758720571048,,,,,,,
chatte,0.000108758720571048,,,,,,,
cherrytart,0.000108758720571048,,,,,,,
childlife,0.000108758720571048,,,,,,,
chimneynay,0.000108758720571048,,,,,,,
chrysalisyou,0.000108758720571048,,,,,,,
congereel,0.000108758720571048,,,,,,,
cornerno,0.000108758720571048,,,,,,,
coursei,0.000108758720571048,,,,,,,
crashnow,0.000108758720571048,,,,,,,
croqueted,0.000108758720571048,,,,,,,
croqueting,0.000108758720571048,,,,,,,
cucumberframe,0.000108758720571048,,,,,,,
cucumberframes,0.000108758720571048,,,,,,,
cur,0.000108758720571048,,,,,,,
curtseying,0.000108758720571048,,,,,,,
dayschool,0.000108758720571048,,,,,,,
distancebut,0.000108758720571048,,,,,,,
dormouses,0.000108758720571048,,,,,,,
doubledup,0.000108758720571048,,,,,,,
downhere,0.000108758720571048,,,,,,,
dozing,0.000108758720571048,,,,,,,
drawling,0.000108758720571048,,,,,,,
drawlingmaster,0.000108758720571048,,,,,,,
drawlingthe,0.000108758720571048,,,,,,,
driest,0.000108758720571048,,,,,,,
edgar,0.000108758720571048,,,,,,,
educationsin,0.000108758720571048,,,,,,,
elsebut,0.000108758720571048,,,,,,,
elsie,0.000108758720571048,,,,,,,
enoughi,0.000108758720571048,,,,,,,
executes,0.000108758720571048,,,,,,,
executiononce,0.000108758720571048,,,,,,,
eyesand,0.000108758720571048,,,,,,,
eyestell,0.000108758720571048,,,,,,,
fairytales,0.000108758720571048,,,,,,,
fancywhos,0.000108758720571048,,,,,,,
farmyardwhile,0.000108758720571048,,,,,,,
fender,0.000108758720571048,,,,,,,
fidgeted,0.000108758720571048,,,,,,,
fireirons,0.000108758720571048,,,,,,,
firstthey,0.000108758720571048,,,,,,,
firstverdict,0.000108758720571048,,,,,,,
fishand,0.000108758720571048,,,,,,,
flapper,0.000108758720571048,,,,,,,
flappers,0.000108758720571048,,,,,,,
flustered,0.000108758720571048,,,,,,,
fondofof,0.000108758720571048,,,,,,,
footmans,0.000108758720571048,,,,,,,
frogfootman,0.000108758720571048,,,,,,,
gardenhow,0.000108758720571048,,,,,,,
glovesthat,0.000108758720571048,,,,,,,
groundand,0.000108758720571048,,,,,,,
hatec,0.000108758720571048,,,,,,,
headbrandy,0.000108758720571048,,,,,,,
hearthrug,0.000108758720571048,,,,,,,
hippopotamus,0.000108758720571048,,,,,,,
hjckrrh,0.000108758720571048,,,,,,,
hottempered,0.000108758720571048,,,,,,,
ifif,0.000108758720571048,,,,,,,
importantunimportantunimportantimportant,0.000108758720571048,,,,,,,
isbe,0.000108758720571048,,,,,,,
isbirds,0.000108758720571048,,,,,,,
istake,0.000108758720571048,,,,,,,
isthe,0.000108758720571048,,,,,,,
itonce,0.000108758720571048,,,,,,,
itsits,0.000108758720571048,,,,,,,
jellyfish,0.000108758720571048,,,,,,,
juror,0.000108758720571048,,,,,,,
lacie,0.000108758720571048,,,,,,,
ladderwhy,0.000108758720571048,,,,,,,
ladhere,0.000108758720571048,,,,,,,
leastat,0.000108758720571048,,,,,,,
lessonbook,0.000108758720571048,,,,,,,
lessonbooks,0.000108758720571048,,,,,,,
lewis,0.000108758720571048,,,,,,,
licking,0.000108758720571048,,,,,,,
madat,0.000108758720571048,,,,,,,
marchjust,0.000108758720571048,,,,,,,
meanstomakeanythingprettier,0.000108758720571048,,,,,,,
miceoh,0.000108758720571048,,,,,,,
milkjug,0.000108758720571048,,,,,,,
minea,0.000108758720571048,,,,,,,
mousea,0.000108758720571048,,,,,,,
mouseo,0.000108758720571048,,,,,,,
mouseof,0.000108758720571048,,,,,,,
mouseto,0.000108758720571048,,,,,,,
mousetraps,0.000108758720571048,,,,,,,
muchness,0.000108758720571048,,,,,,,
muchnessdid,0.000108758720571048,,,,,,,
muchnessyou,0.000108758720571048,,,,,,,
multiplication,0.000108758720571048,,,,,,,
mustardmine,0.000108758720571048,,,,,,,
nowbut,0.000108758720571048,,,,,,,
nurseand,0.000108758720571048,,,,,,,
ointmentone,0.000108758720571048,,,,,,,
onebut,0.000108758720571048,,,,,,,
otherbill,0.000108758720571048,,,,,,,
ou,0.000108758720571048,,,,,,,
particularhere,0.000108758720571048,,,,,,,
pepperbox,0.000108758720571048,,,,,,,
piecrust,0.000108758720571048,,,,,,,
pigbaby,0.000108758720571048,,,,,,,
placesall,0.000108758720571048,,,,,,,
poky,0.000108758720571048,,,,,,,
poolshe,0.000108758720571048,,,,,,,
presentat,0.000108758720571048,,,,,,,
pretexts,0.000108758720571048,,,,,,,
prosecute,0.000108758720571048,,,,,,,
punching,0.000108758720571048,,,,,,,
puppys,0.000108758720571048,,,,,,,
puss,0.000108758720571048,,,,,,,
queerlooking,0.000108758720571048,,,,,,,
questionshow,0.000108758720571048,,,,,,,
rabbitholeand,0.000108758720571048,,,,,,,
